Project Id,Region,Country,Project Status,Project Name,Project Development Objective,Implementing Agency,Consultant Services Required,Project URL,Board Approval Date,Project Closing Date,Financing Type,Current Project Cost,IBRD Commitment,IDA Commitment,Total IDA and IBRD Commitment,Grant Amount,Borrower,Lending Instrument,Environmental Assessment Category,Environmental and Social Risk,Sector 1,Sector 2,Sector 3,Theme 1,Theme 2
P008375,Europe and Central Asia,Republic of Cyprus,Closed,Southeast Coast Sewerage & Drainage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008375,1991-08-30T00:00:00Z,1999-06-30T00:00:00Z,,,32000000.0,0.0,32000000.0,0,,Specific Investment Loan,A,,Sewerage,"Other Water Supply, Sanitation and Waste Management",Other Transportation,Rural non-farm income generation,Rural services and infrastructure
P003928,East Asia and Pacific,Republic of Indonesia,Closed,Agricultural Financing Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003928,1991-09-05T00:00:00Z,1999-12-31T00:00:00Z,,,106100000.0,0.0,106100000.0,0,,Financial Intermediary Loan,B,,Agro-industry,,,Rural markets,"Micro, Small and Medium Enterprise support"
P001899,Africa East,Republic of Mauritius,Closed,Industrial and Vocational Training Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001899,1991-09-05T00:00:00Z,1998-12-31T00:00:00Z,,,5400000.0,0.0,5400000.0,0,,Specific Investment Loan,C,,Workforce Development and Vocational Education,Central Government (Central Agencies),,Education for all,Administrative and civil service reform
P005441,Middle East and North Africa,Kingdom of Morocco,Closed,Agriculture Sector Investment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005441,1991-09-17T00:00:00Z,1994-06-30T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Specific Investment Loan,B,,Forestry,"Agricultural Extension, Research, and Other Support Activities",Irrigation and Drainage,Other rural development,Rural services and infrastructure
P003486,East Asia and Pacific,People's Republic of China,Closed,Railway Project (05),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003486,1991-09-24T00:00:00Z,1998-12-31T00:00:00Z,,,330000000.0,0.0,330000000.0,0,,Specific Investment Loan,B,,Railways,,,Other public sector governance,
P004772,East Asia and Pacific,Kingdom of Thailand,Closed,Distribution System Upgrading Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004772,1991-09-24T00:00:00Z,1998-03-31T00:00:00Z,,,40000000.0,0.0,40000000.0,0,,Sector Investment and Maintenance Loan,B,,Power,,,Infrastructure services for private sector development,
P004938,Middle East and North Africa,People's Democratic Republic of Algeria,Closed,Sahara Regional Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004938,1991-09-24T00:00:00Z,1998-06-30T00:00:00Z,,,57000000.0,0.0,57000000.0,0,,Specific Investment Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),Water Supply,Rural services and infrastructure,Water resource management
P007690,Latin America and Caribbean,United Mexican States,Closed,Primary Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007690,1991-09-26T00:00:00Z,1997-06-30T00:00:00Z,,,250000000.0,0.0,250000000.0,0,,Specific Investment Loan,C,,Primary Education,Central Government (Central Agencies),Sub-National Government,Education for all,Rural services and infrastructure
P001199,Africa West,Republic of Cote d'Ivoire,Closed,Financial Sector Adjustment Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001199,1991-10-01T00:00:00Z,1994-06-30T00:00:00Z,,,150000000.0,50000000.0,200000000.0,0,,Sector Adjustment Loan,C,,Banking Institutions,Law and Justice,Central Government (Central Agencies),Other financial and private sector development,Macroeconomic management
P008759,Europe and Central Asia,Romania,Closed,Health Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008759,1991-10-01T00:00:00Z,1999-06-30T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,Health system performance,Administrative and civil service reform
P006668,Latin America and Caribbean,Republic of Chile,Closed,Primary Education Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006668,1991-10-03T00:00:00Z,1998-06-30T00:00:00Z,,,170000000.0,0.0,170000000.0,0,,Specific Investment Loan,C,,Primary Education,Early Childhood Education,Tertiary Education,Social analysis and monitoring,Education for all
P006669,Latin America and Caribbean,Republic of Chile,Closed,Public Sector Management Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006669,1991-10-03T00:00:00Z,1998-06-30T00:00:00Z,,,17200000.0,0.0,17200000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Public Administration - Social Protection,,Administrative and civil service reform,Tax policy and administration
P003492,East Asia and Pacific,People's Republic of China,Closed,Daguangba Multipurpose Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003492,1991-10-31T00:00:00Z,1998-12-31T00:00:00Z,,,30000000.0,37000000.0,67000000.0,0,,Specific Investment Loan,A,,Power,Sub-National Government,"Other Agriculture, Fishing and Forestry",Rural markets,Participation and civic engagement
P004164,East Asia and Pacific,Republic of Korea,Closed,Gas System Expansion Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004164,1991-11-05T00:00:00Z,1997-06-30T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,A,,Oil and Gas,,,Infrastructure services for private sector development,Climate change
P006938,Latin America and Caribbean,Republic of Costa Rica,Closed,Basic Education Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006938,1991-11-12T00:00:00Z,2000-09-30T00:00:00Z,,,23000000.0,0.0,23000000.0,0,,Specific Investment Loan,C,,Primary Education,Tertiary Education,Sub-National Government,Education for all,Gender
P003564,East Asia and Pacific,People's Republic of China,Closed,Beijing Environmental Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003564,1991-11-19T00:00:00Z,1999-06-30T00:00:00Z,,,45000000.0,80000000.0,125000000.0,0,,Specific Investment Loan,D,,Other Energy and Extractives,"Other Industry, Trade and Services",Sewerage,Pollution management and environmental health,Environmental policies and institutions
P006032,Latin America and Caribbean,Argentine Republic,Closed,Hydrocarbon Engineering Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006032,1991-11-19T00:00:00Z,1995-07-31T00:00:00Z,,,28000000.0,0.0,28000000.0,0,,Technical Assistance Loan,B,,Oil and Gas,,,Environmental policies and institutions,Infrastructure services for private sector development
P005146,Middle East and North Africa,Arab Republic of Egypt,Closed,National Drainage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005146,1991-11-26T00:00:00Z,2000-12-31T00:00:00Z,,,45000000.0,75000000.0,120000000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,,,Pollution management and environmental health,Rural services and infrastructure
P005735,Middle East and North Africa,Republic of Tunisia,Closed,Gas Infrastructure Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005735,1991-11-26T00:00:00Z,1997-06-30T00:00:00Z,,,60000000.0,0.0,60000000.0,0,,Sector Investment and Maintenance Loan,B,,Oil and Gas,,,Other environment and natural resources management,Environmental policies and institutions
P008214,Latin America and Caribbean,Republica Bolivariana de Venezuela,Closed,Agricultural Sector Investment Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008214,1991-12-03T00:00:00Z,1998-06-19T00:00:00Z,,,300000000.0,0.0,300000000.0,0,,Sector Investment and Maintenance Loan,B,,Central Government (Central Agencies),"Agricultural Extension, Research, and Other Support Activities",,Rural policies and institutions,Administrative and civil service reform
P007667,Latin America and Caribbean,United Mexican States,Closed,Irrigation and Drainage Sector Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007667,1991-12-03T00:00:00Z,2000-06-30T00:00:00Z,,,400000000.0,0.0,400000000.0,0,,Specific Investment Loan,B,,Irrigation and Drainage,Central Government (Central Agencies),,Administrative and civil service reform,Rural services and infrastructure
P010389,South Asia,Republic of India,Closed,Structural Adjustment Loan and Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P010389,1991-12-05T00:00:00Z,1992-12-31T00:00:00Z,,,250000000.0,250000000.0,500000000.0,0,,Structural Adjustment Loan,U,,Trade,"Other Industry, Trade and Services",Capital Markets,Macroeconomic management,Trade facilitation and market access
P006101,Latin America and Caribbean,Belize,Closed,Primary Education Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006101,1991-12-05T00:00:00Z,1999-06-30T00:00:00Z,,,7100000.0,0.0,7100000.0,0,,Specific Investment Loan,C,,Primary Education,Central Government (Central Agencies),Tertiary Education,Education for all,Improving labor markets
P004751,East Asia and Pacific,Kingdom of Thailand,Closed,Power System Development Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004751,1991-12-10T00:00:00Z,1995-03-31T00:00:00Z,,,54000000.0,0.0,54000000.0,0,,Specific Investment Loan,A,,Power,,,Environmental policies and institutions,Other urban development
P005742,Middle East and North Africa,Republic of Tunisia,Closed,Economic & Financial Reforms Support Loan,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005742,1991-12-12T00:00:00Z,1994-12-31T00:00:00Z,,,250000000.0,0.0,250000000.0,0,,Structural Adjustment Loan,U,,Banking Institutions,"Other Industry, Trade and Services",Central Government (Central Agencies),Other financial and private sector development,International financial standards and systems
P006657,Latin America and Caribbean,Republic of Chile,Closed,Transport Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006657,1991-12-17T00:00:00Z,1999-06-30T00:00:00Z,,,71000000.0,0.0,71000000.0,0,,Specific Investment Loan,B,,Ports/Waterways,Central Government (Central Agencies),,Regulation and competition policy,Infrastructure services for private sector development
P006672,Latin America and Caribbean,Republic of Chile,Closed,Technical Assistance and Hospital Rehabilitation Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006672,1991-12-17T00:00:00Z,1997-12-31T00:00:00Z,,,27000000.0,0.0,27000000.0,0,,Specific Investment Loan,C,,Health,Central Government (Central Agencies),,Health system performance,
P007107,Latin America and Caribbean,Republic of Ecuador,Closed,SOCIAL DEVELOPMENT I:  EDUCATION AND TRAINING (EB-PRODEC),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007107,1991-12-17T00:00:00Z,1999-12-31T00:00:00Z,,,89000000.0,0.0,89000000.0,0,,Sector Investment and Maintenance Loan,C,,Other Education,Social Protection,Central Government (Central Agencies),Urban services and housing for the poor,Rural services and infrastructure
P001172,Africa West,Republic of Cote d'Ivoire,Closed,Human Resources Development Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001172,1991-12-20T00:00:00Z,1995-02-28T00:00:00Z,,,125000000.0,25000000.0,150000000.0,0,,Sector Adjustment Loan,C,,Health,Primary Education,Tertiary Education,Health system performance,"Public expenditure, financial management and procurement"
P001206,Africa West,Republic of Cote d'Ivoire,Closed,Competitiveness and Regulatory Reform Adjustment Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001206,1991-12-20T00:00:00Z,1994-09-30T00:00:00Z,,,75000000.0,25000000.0,100000000.0,0,,Sector Adjustment Loan,C,,Trade,"Other Industry, Trade and Services",Central Government (Central Agencies),Tax policy and administration,Improving labor markets
P003966,East Asia and Pacific,Republic of Indonesia,Closed,Nonformal Education Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003966,1991-12-20T00:00:00Z,1999-03-31T00:00:00Z,,,69500000.0,0.0,69500000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),"Adult, Basic and Continuing Education",Workforce Development and Vocational Education,Gender,Improving labor markets
P008100,Latin America and Caribbean,Republic of Trinidad and Tobago,Closed,Business Expansion and Industrial Restructuring Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008100,1991-12-20T00:00:00Z,1999-06-30T00:00:00Z,,,27000000.0,0.0,27000000.0,0,,Financial Intermediary Loan,B,,"Other Industry, Trade and Services",Central Government (Central Agencies),,Regulation and competition policy,Other financial and private sector development
P004597,East Asia and Pacific,Republic of the Philippines,Closed,Highway Management,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004597,1991-12-20T00:00:00Z,2000-06-30T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Infrastructure services for private sector development,Environmental policies and institutions
P003505,East Asia and Pacific,People's Republic of China,Closed,Yanshi Thermal Power Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003505,1992-01-14T00:00:00Z,1997-12-31T00:00:00Z,,,180000000.0,0.0,180000000.0,0,,Specific Investment Loan,A,,Power,,,Infrastructure services for private sector development,
P003313,Africa East,Republic of Zimbabwe,Closed,Structural Adjustment Credit Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003313,1992-01-21T00:00:00Z,1993-12-31T00:00:00Z,,,125000000.0,50000000.0,175000000.0,0,,Structural Adjustment Loan,U,,Central Government (Central Agencies),"Other Industry, Trade and Services",Trade,Trade facilitation and market access,Regulation and competition policy
P009888,South Asia,Republic of India,Closed,Power Utilities Efficiency Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009888,1992-01-28T00:00:00Z,1998-06-30T00:00:00Z,,,265000000.0,0.0,265000000.0,0,,Specific Investment Loan,B,,Power,,,Other urban development,Pollution management and environmental health
P004591,East Asia and Pacific,Republic of the Philippines,Closed,Engineering and Science Education Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004591,1992-01-28T00:00:00Z,1998-06-30T00:00:00Z,,,85000000.0,0.0,85000000.0,0,,Specific Investment Loan,C,,Tertiary Education,Secondary Education,Central Government (Central Agencies),Education for the knowledge economy,Environmental policies and institutions
P008046,Latin America and Caribbean,Republic of Peru,Closed,Trade Policy Reform Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008046,1992-02-04T00:00:00Z,1993-06-30T00:00:00Z,,,300000000.0,0.0,300000000.0,0,,Sector Adjustment Loan,C,,Trade,Central Government (Central Agencies),"Other Industry, Trade and Services",Other financial and private sector development,Tax policy and administration
P007843,Latin America and Caribbean,Republic of Panama,Closed,Economic Recovery Loan (ERL) Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007843,1992-02-20T00:00:00Z,1997-03-31T00:00:00Z,,,120000000.0,0.0,120000000.0,0,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Central Government (Central Agencies),Health,Tax policy and administration,Macroeconomic management
P004590,East Asia and Pacific,Republic of the Philippines,Closed,Rural Electrification Revitalization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004590,1992-02-25T00:00:00Z,1998-04-30T00:00:00Z,,,91300000.0,0.0,91300000.0,0,,Sector Investment and Maintenance Loan,C,,Power,Central Government (Central Agencies),,Gender,Rural services and infrastructure
P004301,East Asia and Pacific,Malaysia,Closed,Power System Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004301,1992-02-25T00:00:00Z,1997-12-31T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Sector Investment and Maintenance Loan,A,,Power,,,Environmental policies and institutions,Infrastructure services for private sector development
P005109,Middle East and North Africa,Arab Republic of Egypt,Closed,Kureimat Power Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005109,1992-03-05T00:00:00Z,1999-06-30T00:00:00Z,,,220000000.0,0.0,220000000.0,0,,Specific Investment Loan,A,,Power,,,Other urban development,Infrastructure services for private sector development
P006368,Latin America and Caribbean,Federative Republic of Brazil,Closed,Water Sector Modernization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006368,1992-03-10T00:00:00Z,2000-06-30T00:00:00Z,,,250000000.0,0.0,250000000.0,0,,Specific Investment Loan,B,,Water Supply,Sewerage,Sub-National Government,Other human development,Pollution management and environmental health
P003577,East Asia and Pacific,People's Republic of China,Closed,Regional Cement Industry Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003577,1992-03-17T00:00:00Z,1997-12-31T00:00:00Z,,,82700000.0,0.0,82700000.0,0,,Specific Investment Loan,A,,"Other Industry, Trade and Services",,,Other financial and private sector development,
P007911,Latin America and Caribbean,Republic of Paraguay,Closed,Land Use Rationalization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007911,1992-03-17T00:00:00Z,2000-06-30T00:00:00Z,,,29000000.0,0.0,29000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),,,Rural markets,Rural services and infrastructure
P006454,Latin America and Caribbean,Federative Republic of Brazil,Closed,Rondonia Natural Resources Management Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006454,1992-03-17T00:00:00Z,2002-09-30T00:00:00Z,,,167000000.0,0.0,167000000.0,0,,Specific Investment Loan,B,,"Other Agriculture, Fishing and Forestry",Other Transportation,Sub-National Government,Indigenous peoples,Biodiversity
P006943,Latin America and Caribbean,Republic of Costa Rica,Closed,Agricultural Sector Investment and Institutional Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006943,1992-03-19T00:00:00Z,1999-06-30T00:00:00Z,,,41000000.0,0.0,41000000.0,0,,Financial Intermediary Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Rural services and infrastructure,"Public expenditure, financial management and procurement"
P004787,East Asia and Pacific,Kingdom of Thailand,Closed,Highway Sector Project (04),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004787,1992-03-19T00:00:00Z,1998-06-30T00:00:00Z,,,177500000.0,0.0,177500000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Pollution management and environmental health,Environmental policies and institutions
P003940,East Asia and Pacific,Republic of Indonesia,Closed,Primary Education Quality Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003940,1992-03-24T00:00:00Z,1999-03-31T00:00:00Z,,,37000000.0,0.0,37000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),Tertiary Education,Primary Education,Other human development,Education for all
P006874,Latin America and Caribbean,Republic of Colombia,Closed,Instituto de Fomento Industrial Restructuring and Divestiture Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006874,1992-03-24T00:00:00Z,1997-12-31T00:00:00Z,,,100000000.0,0.0,100000000.0,0,,Specific Investment Loan,B,,"Other Industry, Trade and Services",Banking Institutions,,Export development and competitiveness,Other financial and private sector development
P002148,Africa West,Federal Republic of Nigeria,Closed,National Fadama Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P002148,1992-03-26T00:00:00Z,1999-03-31T00:00:00Z,,,67500000.0,0.0,67500000.0,0,,Specific Investment Loan,B,,Water Supply,Central Government (Central Agencies),Roads and highways,Rural services and infrastructure,Administrative and civil service reform
P008034,Latin America and Caribbean,Republic of Peru,Closed,Structural Adjustment Loan Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008034,1992-03-26T00:00:00Z,1993-06-30T00:00:00Z,,,300000000.0,0.0,300000000.0,0,,Structural Adjustment Loan,U,,Central Government (Central Agencies),Public Administration - Social Protection,Banking Institutions,Macroeconomic management,Other financial and private sector development
P006873,Latin America and Caribbean,Republic of Colombia,Closed,National Roads Sector Project (03),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006873,1992-03-26T00:00:00Z,1997-12-31T00:00:00Z,,,266000000.0,0.0,266000000.0,0,,Sector Investment and Maintenance Loan,B,,Roads and highways,Central Government (Central Agencies),,Export development and competitiveness,Environmental policies and institutions
P004156,East Asia and Pacific,Republic of Korea,Closed,Pusan and Taejon Sewerage Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004156,1992-03-26T00:00:00Z,1996-06-30T00:00:00Z,,,40000000.0,0.0,40000000.0,0,,Specific Investment Loan,B,,Sewerage,,,Pollution management and environmental health,Water resource management
P006379,Latin America and Caribbean,Federative Republic of Brazil,Closed,Sao Paulo Metropolitan Transport Decentralization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006379,1992-03-31T00:00:00Z,1998-03-31T00:00:00Z,,,126000000.0,0.0,126000000.0,0,,Specific Investment Loan,B,,Railways,,,State-owned enterprise restructuring and privatization,Regulation and competition policy
P004592,East Asia and Pacific,Republic of the Philippines,Closed,Third Municipal Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004592,1992-03-31T00:00:00Z,2000-12-31T00:00:00Z,,,68000000.0,0.0,68000000.0,0,,Specific Investment Loan,B,,"Other Water Supply, Sanitation and Waste Management",Roads and highways,Central Government (Central Agencies),Pollution management and environmental health,Municipal governance and institution building
P005726,Middle East and North Africa,Republic of Tunisia,Closed,Higher Education Restructuring Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005726,1992-03-31T00:00:00Z,2001-12-31T00:00:00Z,,,75000000.0,0.0,75000000.0,0,,Specific Investment Loan,C,,Tertiary Education,Central Government (Central Agencies),,Education for the knowledge economy,
P004012,East Asia and Pacific,Republic of Indonesia,Closed,BAPEDAL Development Technical Assistance Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004012,1992-03-31T00:00:00Z,1998-12-31T00:00:00Z,,,12000000.0,0.0,12000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,Law reform,Environmental policies and institutions
P001922,Africa East,Republic of Mauritius,Closed,Sugar Energy Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P001922,1992-03-31T00:00:00Z,1996-12-31T00:00:00Z,,,15000000.0,0.0,15000000.0,0,,Specific Investment Loan,A,,Renewable energy,,,Pollution management and environmental health,Climate change
P008464,Europe and Central Asia,Hungary,Closed,Enterprise Reform Loan (ERL) Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008464,1992-04-07T00:00:00Z,1993-12-31T00:00:00Z,,,200000000.0,0.0,200000000.0,0,,Sector Adjustment Loan,A,,"Other Industry, Trade and Services",Central Government (Central Agencies),Other Education,Macroeconomic management,Other public sector governance
P007703,Latin America and Caribbean,United Mexican States,Closed,Environmental Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007703,1992-04-14T00:00:00Z,1997-12-31T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),Sub-National Government,"Other Agriculture, Fishing and Forestry",Law reform,Environmental policies and institutions
P006034,Latin America and Caribbean,Argentine Republic,Closed,Tax Administration Technical Assistance Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006034,1992-04-14T00:00:00Z,1998-12-31T00:00:00Z,,,20000000.0,0.0,20000000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),Law and Justice,,Legal institutions for a market economy,Law reform
P003503,East Asia and Pacific,People's Republic of China,Closed,Zouxian Thermal Power Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003503,1992-04-21T00:00:00Z,1999-06-30T00:00:00Z,,,310000000.0,0.0,310000000.0,0,,Specific Investment Loan,A,,Power,,,Pollution management and environmental health,"Public expenditure, financial management and procurement"
P003860,East Asia and Pacific,Republic of Indonesia,Closed,Tree Crop Smallholder Development Project (TCSDP),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003860,1992-04-30T00:00:00Z,2000-03-31T00:00:00Z,,,87600000.0,0.0,87600000.0,0,,Specific Investment Loan,B,,Crops,"Agricultural Extension, Research, and Other Support Activities",Roads and highways,Environmental policies and institutions,Rural markets
P005477,Middle East and North Africa,Kingdom of Morocco,Closed,Structural Adjustment Loan Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P005477,1992-04-30T00:00:00Z,1993-12-31T00:00:00Z,,,275000000.0,0.0,275000000.0,0,,Structural Adjustment Loan,U,,"Other Industry, Trade and Services",Central Government (Central Agencies),Trade,Rural policies and institutions,Other social protection and risk management
P007682,Latin America and Caribbean,United Mexican States,Closed,Agricultural Technology Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007682,1992-05-05T00:00:00Z,1999-06-30T00:00:00Z,,,150000000.0,0.0,150000000.0,0,,Specific Investment Loan,C,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Rural services and infrastructure,Administrative and civil service reform
P008584,Europe and Central Asia,Republic of Poland,Closed,Private Enterprise Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008584,1992-05-07T00:00:00Z,1999-06-30T00:00:00Z,,,60000000.0,0.0,60000000.0,0,,Financial Intermediary Loan,B,,Micro- and SME finance,Central Government (Central Agencies),,"Micro, Small and Medium Enterprise support",
P008587,Europe and Central Asia,Republic of Poland,Closed,Health Services Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008587,1992-05-07T00:00:00Z,2002-03-31T00:00:00Z,,,130000000.0,0.0,130000000.0,0,,Specific Investment Loan,C,,Health,,,Health system performance,Participation and civic engagement
P009946,South Asia,Republic of India,Closed,National Highway Project (02),,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009946,1992-05-12T00:00:00Z,2002-12-31T00:00:00Z,,,153000000.0,153000000.0,306000000.0,0,,Specific Investment Loan,B,,Roads and highways,Central Government (Central Agencies),,Other financial and private sector development,"Public expenditure, financial management and procurement"
P004165,East Asia and Pacific,Republic of Korea,Closed,Science Education and Libraries Computerization Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004165,1992-05-12T00:00:00Z,1997-12-31T00:00:00Z,,,50000000.0,0.0,50000000.0,0,,Specific Investment Loan,C,,Tertiary Education,Secondary Education,,Education for the knowledge economy,Technology diffusion
P004167,East Asia and Pacific,Republic of Korea,Closed,Vocational Schools Development Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P004167,1992-05-12T00:00:00Z,1997-12-31T00:00:00Z,,,30000000.0,0.0,30000000.0,0,,Specific Investment Loan,C,,Workforce Development and Vocational Education,,,Education for the knowledge economy,Technology diffusion
P003534,East Asia and Pacific,People's Republic of China,Closed,Zhejiang Provincial Highway Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P003534,1992-05-19T00:00:00Z,2000-06-30T00:00:00Z,,,220000000.0,0.0,220000000.0,0,,Specific Investment Loan,A,,Roads and highways,Sub-National Government,,Environmental policies and institutions,Infrastructure services for private sector development
P006636,Latin America and Caribbean,Republic of Chile,Closed,Small Farmer Services Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P006636,1992-05-21T00:00:00Z,1998-06-30T00:00:00Z,,,95000000.0,0.0,95000000.0,0,,Sector Investment and Maintenance Loan,B,,"Agricultural Extension, Research, and Other Support Activities",Central Government (Central Agencies),,Administrative and civil service reform,Rural services and infrastructure
P009044,Europe and Central Asia,Republic of Turkey,Closed,Agricultural Research Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009044,1992-05-21T00:00:00Z,2001-04-30T00:00:00Z,,,55000000.0,0.0,55000000.0,0,,Specific Investment Loan,C,,"Agricultural Extension, Research, and Other Support Activities",,,Rural services and infrastructure,
P007676,Latin America and Caribbean,United Mexican States,Closed,Science and Technology Infrastructure Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P007676,1992-05-26T00:00:00Z,1998-06-30T00:00:00Z,,,189000000.0,0.0,189000000.0,0,,Specific Investment Loan,C,,Central Government (Central Agencies),,,"Public expenditure, financial management and procurement",Personal and property rights
P008381,Europe and Central Asia,Czech Republic,Closed,Power and Environmental Improvement Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P008381,1992-05-26T00:00:00Z,1999-06-30T00:00:00Z,,,246000000.0,0.0,246000000.0,0,,Specific Investment Loan,B,,Power,,,Rural services and infrastructure,Other urban development
P009097,Europe and Central Asia,Republic of Turkey,Closed,Technical Assistance for Treasury Data Project,,,,https://projects.worldbank.org/en/projects-operations/project-detail/P009097,1992-05-28T00:00:00Z,2000-06-30T00:00:00Z,,,9200000.0,0.0,9200000.0,0,,Technical Assistance Loan,C,,Central Government (Central Agencies),,,"Economic statistics, modeling and forecasting",Analysis of economic growth
